2654
itemid	name	level	unk	price	pricec	sell	unk	unk	durtype	duration	hp	attmin	attmax	att(trans)min	att(trans)max	TransGauge	Crit	evade	spectrans	speed	transbotdef	transbotatt	transspeed	ranged	luck	unk	description
1130304	Hazard-HexTD(+4)	285212672	2048001	0	512000	256	65793	0	786432	1114112	0	0	0	0	0	0	0	12451840	0	0	0	0	0	0	0	196608	
1110305	Hazard-HexCRT(+5)	301989888	3840001	0	960000	256	65793	8585216	0	0	0	0	0	10354688	0	0	0	0	0	0	0	0	0	0	0	131072	
1120305	Hazard-HexTA(+5)	301989888	8960001	0	2240000	256	65793	0	0	0	1835008	2752512	0	0	0	0	0	0	18612224	0	0	0	0	0	0	131072	
1130305	Hazard-HexTD(+5)	301989888	2304001	0	576000	256	65793	0	786432	1114112	0	0	0	0	0	0	0	13697024	0	0	0	0	0	0	0	131072	
1110400	Crash-Bolt	469762048	5120001	0	2560000	65792	65793	17104896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1120400	Crash-Bolt	469762048	6400001	0	3200000	65792	65793	0	0	0	3145728	5505024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1130400	Crash-Bolt	469762048	3584001	0	1792000	65792	65793	0	1179648	1638400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1110401	Crash-BoltCRT(+1)	402653184	4608001	0	1152000	256	65793	17104896	0	0	0	0	0	5242880	0	0	0	0	0	0	0	0	0	0	0	0	
1120401	Crash-BoltTA(+1)	402653184	8704001	0	2176000	256	65793	0	0	0	3145728	5505024	0	0	0	0	0	0	10092544	0	0	0	0	0	0	0	
1130401	Crash-BoltTD(+1)	402653184	2560001	0	640000	256	65793	0	1179648	1638400	0	0	0	0	0	0	0	7274496	0	0	0	0	0	0	0	0	
1110402	Crash-BoltCRT(+2)	419430400	5632001	0	1408000	256	65793	17104896	0	0	0	0	0	6553600	0	0	0	0	0	0	0	0	0	0	0	0	
1120402	Crash-BoltTA(+2)	419430400	11008001	0	2752000	256	65793	0	0	0	3145728	5505024	0	0	0	0	0	0	12451840	0	0	0	0	0	0	0	
1130402	Crash-BoltTD(+2)	419430400	3072001	0	768000	256	65793	0	1179648	1638400	0	0	0	0	0	0	0	8847360	0	0	0	0	0	0	0	0	
1110403	Crash-BoltCRT(+3)	436207616	7168001	0	1792000	256	65793	17104896	0	0	0	0	0	9830400	0	0	0	0	0	0	0	0	0	0	0	0	
1120403	Crash-BoltTA(+3)	436207616	16128001	0	4032000	256	65793	0	0	0	3145728	5505024	0	0	0	0	0	0	18350080	0	0	0	0	0	0	0	
1130403	Crash-BoltTD(+3)	436207616	3840001	0	960000	256	65793	0	1179648	1638400	0	0	0	0	0	0	0	12779520	0	0	0	0	0	0	0	0	
1110404	Crash-BoltCRT(+4)	452984832	7936001	0	1984000	256	65793	17104896	0	0	0	0	0	11337728	0	0	0	0	0	0	0	0	0	0	0	196608	
1120404	Crash-BoltTA(+4)	452984832	17664001	0	4416000	256	65793	0	0	0	3145728	5505024	0	0	0	0	0	0	20185088	0	0	0	0	0	0	196608	
1130404	Crash-BoltTD(+4)	452984832	4352001	0	1088000	256	65793	0	1179648	1638400	0	0	0	0	0	0	0	14680064	0	0	0	0	0	0	0	196608	
1110405	Crash-BoltCRT(+5)	469762048	8704001	0	2176000	256	65793	17104896	0	0	0	0	0	12451840	0	0	0	0	0	0	0	0	0	0	0	131072	
1120405	Crash-BoltTA(+5)	469762048	19456001	0	4864000	256	65793	0	0	0	3145728	5505024	0	0	0	0	0	0	22216704	0	0	0	0	0	0	131072	
1130405	Crash-BoltTD(+5)	469762048	4864001	0	1216000	256	65793	0	1179648	1638400	0	0	0	0	0	0	0	16187392	0	0	0	0	0	0	0	131072	
1110500	LykanLauncher	637534208	20480001	0	10240000	65792	65793	21364736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1120500	LykanLauncher	637534208	23296001	0	11648000	65792	65793	0	0	0	3801088	6881280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1130500	LykanLauncher	637534208	14592001	0	7296000	65792	65793	0	1376256	1900544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1110501	LykanLauncherCRT(+1)	570425344	10240001	0	2560000	256	65793	21364736	0	0	0	0	0	6881280	0	0	0	0	0	0	0	0	0	0	0	0	
1120501	LykanLauncherTA(+1)	570425344	19456001	0	4864000	256	65793	0	0	0	3801088	6881280	0	0	0	0	0	0	13041664	0	0	0	0	0	0	0	
1130501	LykanLauncherTD(+1)	570425344	5632001	0	1408000	256	65793	0	1376256	1900544	0	0	0	0	0	0	0	9240576	0	0	0	0	0	0	0	0	
1110502	LykanLauncherCRT(+2)	587202560	11776001	0	2944000	256	65793	21364736	0	0	0	0	0	8192000	0	0	0	0	0	0	0	0	0	0	0	0	
1120502	LykanLauncherTA(+2)	587202560	23296001	0	5824000	256	65793	0	0	0	3801088	6881280	0	0	0	0	0	0	15400960	0	0	0	0	0	0	0	
1130502	LykanLauncherTD(+2)	587202560	6400001	0	1600000	256	65793	0	1376256	1900544	0	0	0	0	0	0	0	10813440	0	0	0	0	0	0	0	0	
1110503	LykanLauncherCRT(+3)	603979776	14080001	0	3520000	256	65793	21364736	0	0	0	0	0	11468800	0	0	0	0	0	0	0	0	0	0	0	0	
1120503	LykanLauncherTA(+3)	603979776	30720001	0	7680000	256	65793	0	0	0	3801088	6881280	0	0	0	0	0	0	21299200	0	0	0	0	0	0	0	
1130503	LykanLauncherTD(+3)	603979776	7424001	0	1856000	256	65793	0	1376256	1900544	0	0	0	0	0	0	0	14745600	0	0	0	0	0	0	0	0	
1110504	LykanLauncherCRT(+4)	620756992	15616001	0	3904000	256	65793	21364736	0	0	0	0	0	13172736	0	0	0	0	0	0	0	0	0	0	0	196608	
1120504	LykanLauncherTA(+4)	620756992	33792001	0	8448000	256	65793	0	0	0	3801088	6881280	0	0	0	0	0	0	23461888	0	0	0	0	0	0	196608	
1130504	LykanLauncherTD(+4)	620756992	8192001	0	2048000	256	65793	0	1376256	1900544	0	0	0	0	0	0	0	16973824	0	0	0	0	0	0	0	196608	
1110505	LykanLauncherCRT(+5)	637534208	17152001	0	4288000	256	65793	21364736	0	0	0	0	0	14483456	0	0	0	0	0	0	0	0	0	0	0	131072	
1120505	LykanLauncherTA(+5)	637534208	37120001	0	9280000	256	65793	0	0	0	3801088	6881280	0	0	0	0	0	0	25755648	0	0	0	0	0	0	131072	
1130505	LykanLauncherTD(+5)	637534208	8960001	0	2240000	256	65793	0	1376256	1900544	0	0	0	0	0	0	0	18677760	0	0	0	0	0	0	0	131072	
1110600	Hyperbore	805306368	25088001	0	12544000	65792	65793	25624576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1120600	Hyperbore	805306368	26112001	0	13056000	65792	65793	0	0	0	4456448	8257536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1130600	Hyperbore	805306368	19200001	0	9600000	65792	65793	0	1572864	2162688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1110601	HyperboreCRT(+1)	738197504	16384001	0	4096000	256	65793	25624576	0	0	0	0	0	8519680	0	0	0	0	0	0	0	0	0	0	0	0	
1120601	HyperboreTA(+1)	738197504	31232001	0	7808000	256	65793	0	0	0	4456448	8257536	0	0	0	0	0	0	15990784	0	0	0	0	0	0	0	
1130601	HyperboreTD(+1)	738197504	8704001	0	2176000	256	65793	0	1572864	2162688	0	0	0	0	0	0	0	11206656	0	0	0	0	0	0	0	0	
1110602	HyperboreCRT(+2)	754974720	17408001	0	4352000	256	65793	25624576	0	0	0	0	0	9830400	0	0	0	0	0	0	0	0	0	0	0	0	
1120602	HyperboreTA(+2)	754974720	34048001	0	8512000	256	65793	0	0	0	4456448	8257536	0	0	0	0	0	0	18350080	0	0	0	0	0	0	0	
1130602	HyperboreTD(+2)	754974720	8960001	0	2240000	256	65793	0	1572864	2162688	0	0	0	0	0	0	0	12779520	0	0	0	0	0	0	0	0	
1110603	HyperboreCRT(+3)	771751936	19200001	0	4800000	256	65793	25624576	0	0	0	0	0	13107200	0	0	0	0	0	0	0	0	0	0	0	0	
1120603	HyperboreTA(+3)	771751936	40448001	0	10112000	256	65793	0	0	0	4456448	8257536	0	0	0	0	0	0	24248320	0	0	0	0	0	0	0	
1130603	HyperboreTD(+3)	771751936	9472001	0	2368000	256	65793	0	1572864	2162688	0	0	0	0	0	0	0	16711680	0	0	0	0	0	0	0	0	
1110604	HyperboreCRT(+4)	788529152	21248001	0	5312000	256	65793	25624576	0	0	0	0	0	15073280	0	0	0	0	0	0	0	0	0	0	0	196608	
1120604	HyperboreTA(+4)	788529152	44544001	0	11136000	256	65793	0	0	0	4456448	8257536	0	0	0	0	0	0	26673152	0	0	0	0	0	0	196608	
1130604	HyperboreTD(+4)	788529152	10496001	0	2624000	256	65793	0	1572864	2162688	0	0	0	0	0	0	0	19202048	0	0	0	0	0	0	0	196608	
1110605	HyperboreCRT(+5)	805306368	23296001	0	5824000	256	65793	25624576	0	0	0	0	0	16580608	0	0	0	0	0	0	0	0	0	0	0	131072	
1120605	HyperboreTA(+5)	805306368	48896001	0	12224000	256	65793	0	0	0	4456448	8257536	0	0	0	0	0	0	29360128	0	0	0	0	0	0	131072	
1130605	HyperboreTD(+5)	805306368	11520001	0	2880000	256	65793	0	1572864	2162688	0	0	0	0	0	0	0	21168128	0	0	0	0	0	0	0	131072	
1110700	Firewall	973078528	28160001	0	14080000	65792	65793	29884416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1120700	Firewall	973078528	33280001	0	16640000	65792	65793	0	0	0	5111808	9633792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1130700	Firewall	973078528	20480001	0	10240000	65792	65793	0	1769472	2424832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1110701	FirewallCRT(+1)	905969664	19968001	0	4992000	256	65793	29884416	0	0	0	0	0	10158080	0	0	0	0	0	0	0	0	0	0	0	0	
1120701	FirewallTA(+1)	905969664	38144001	0	9536000	256	65793	0	0	0	5111808	9633792	0	0	0	0	0	0	18939904	0	0	0	0	0	0	0	
1130701	FirewallTD(+1)	905969664	10240001	0	2560000	256	65793	0	1769472	2424832	0	0	0	0	0	0	0	13172736	0	0	0	0	0	0	0	0	
1110702	FirewallCRT(+2)	922746880	20992001	0	5248000	256	65793	29884416	0	0	0	0	0	11468800	0	0	0	0	0	0	0	0	0	0	0	0	
1120702	FirewallTA(+2)	922746880	40960001	0	10240000	256	65793	0	0	0	5111808	9633792	0	0	0	0	0	0	21299200	0	0	0	0	0	0	0	
1130702	FirewallTD(+2)	922746880	10496001	0	2624000	256	65793	0	1769472	2424832	0	0	0	0	0	0	0	14745600	0	0	0	0	0	0	0	0	
1110703	FirewallCRT(+3)	939524096	22784001	0	5696000	256	65793	29884416	0	0	0	0	0	14745600	0	0	0	0	0	0	0	0	0	0	0	0	
1120703	FirewallTA(+3)	939524096	47616001	0	11904000	256	65793	0	0	0	5111808	9633792	0	0	0	0	0	0	27197440	0	0	0	0	0	0	0	
1130703	FirewallTD(+3)	939524096	11008001	0	2752000	256	65793	0	1769472	2424832	0	0	0	0	0	0	0	18677760	0	0	0	0	0	0	0	0	
1110704	FirewallCRT(+4)	956301312	25088001	0	6272000	256	65793	29884416	0	0	0	0	0	16973824	0	0	0	0	0	0	0	0	0	0	0	196608	
1120704	FirewallTA(+4)	956301312	52480001	0	13120000	256	65793	0	0	0	5111808	9633792	0	0	0	0	0	0	29949952	0	0	0	0	0	0	196608	
1130704	FirewallTD(+4)	956301312	12032001	0	3008000	256	65793	0	1769472	2424832	0	0	0	0	0	0	0	21495808	0	0	0	0	0	0	0	196608	
1110705	FirewallCRT(+5)	973078528	27648001	0	6912000	256	65793	29884416	0	0	0	0	0	18677760	0	0	0	0	0	0	0	0	0	0	0	131072	
1120705	FirewallTA(+5)	973078528	57856001	0	14464000	256	65793	0	0	0	5111808	9633792	0	0	0	0	0	0	32899072	0	0	0	0	0	0	131072	
1130705	FirewallTD(+5)	973078528	13312001	0	3328000	256	65793	0	1769472	2424832	0	0	0	0	0	0	0	23658496	0	0	0	0	0	0	0	131072	
1110800	Blazer	1140850688	53760001	0	26880000	65792	65793	34144256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1120800	Blazer	1140850688	63232001	0	31616000	65792	65793	0	0	0	5767168	11010048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1130800	Blazer	1140850688	38912001	0	19456000	65792	65793	0	1966080	2686976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1110801	BlazerCRT(+1)	1073741824	23296001	0	5824000	256	65793	34144256	0	0	0	0	0	11796480	0	0	0	0	0	0	0	0	0	0	0	0	
1120801	BlazerTA(+1)	1073741824	44288001	0	11072000	256	65793	0	0	0	5767168	11010048	0	0	0	0	0	0	21889024	0	0	0	0	0	0	0	
1130801	BlazerTD(+1)	1073741824	11520001	0	2880000	256	65793	0	1966080	2686976	0	0	0	0	0	0	0	15138816	0	0	0	0	0	0	0	0	
1110802	BlazerCRT(+2)	1090519040	24064001	0	6016000	256	65793	34144256	0	0	0	0	0	13107200	0	0	0	0	0	0	0	0	0	0	0	0	
1120802	BlazerTA(+2)	1090519040	47104001	0	11776000	256	65793	0	0	0	5767168	11010048	0	0	0	0	0	0	24248320	0	0	0	0	0	0	0	
1130802	BlazerTD(+2)	1090519040	11776001	0	2944000	256	65793	0	1966080	2686976	0	0	0	0	0	0	0	16711680	0	0	0	0	0	0	0	0	
1110803	BlazerCRT(+3)	1107296256	25856001	0	6464000	256	65793	34144256	0	0	0	0	0	16384000	0	0	0	0	0	0	0	0	0	0	0	0	
1120803	BlazerTA(+3)	1107296256	53504001	0	13376000	256	65793	0	0	0	5767168	11010048	0	0	0	0	0	0	30146560	0	0	0	0	0	0	0	
1130803	BlazerTD(+3)	1107296256	12288001	0	3072000	256	65793	0	1966080	2686976	0	0	0	0	0	0	0	20643840	0	0	0	0	0	0	0	0	
1110804	BlazerCRT(+4)	1124073472	28416001	0	7104000	256	65793	34144256	0	0	0	0	0	18874368	0	0	0	0	0	0	0	0	0	0	0	196608	
1120804	BlazerTA(+4)	1124073472	58880001	0	14720000	256	65793	0	0	0	5767168	11010048	0	0	0	0	0	0	33161216	0	0	0	0	0	0	196608	
1130804	BlazerTD(+4)	1124073472	13568001	0	3392000	256	65793	0	1966080	2686976	0	0	0	0	0	0	0	23724032	0	0	0	0	0	0	0	196608	
1110805	BlazerCRT(+5)	1140850688	31232001	0	7808000	256	65793	34144256	0	0	0	0	0	20709376	0	0	0	0	0	0	0	0	0	0	0	131072	
1120805	BlazerTA(+5)	1140850688	64768001	0	16192000	256	65793	0	0	0	5767168	11010048	0	0	0	0	0	0	36503552	0	0	0	0	0	0	131072	
1130805	BlazerTD(+5)	1140850688	14848001	0	3712000	256	65793	0	1966080	2686976	0	0	0	0	0	0	0	26083328	0	0	0	0	0	0	0	131072	
1110900	Ultrabash	1308622848	80640001	0	40320000	65792	65793	38404096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1120900	Ultrabash	1308622848	94720001	0	47360000	65792	65793	0	0	0	6422528	12386304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1130900	Ultrabash	1308622848	58368001	0	29184000	65792	65793	0	2162688	2949120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1110901	UltrabashCRT(+1)	1241513984	27392001	0	6848000	256	65793	38404096	0	0	0	0	0	13434880	0	0	0	0	0	0	0	0	0	0	0	0	
1120901	UltrabashTA(+1)	1241513984	52224001	0	13056000	256	65793	0	0	0	6422528	12386304	0	0	0	0	0	0	24838144	0	0	0	0	0	0	0	
1130901	UltrabashTD(+1)	1241513984	13312001	0	3328000	256	65793	0	2162688	2949120	0	0	0	0	0	0	0	17104896	0	0	0	0	0	0	0	0	
1110902	UltrabashCRT(+2)	1258291200	28160001	0	7040000	256	65793	38404096	0	0	0	0	0	14745600	0	0	0	0	0	0	0	0	0	0	0	0	
1120902	UltrabashTA(+2)	1258291200	55040001	0	13760000	256	65793	0	0	0	6422528	12386304	0	0	0	0	0	0	27197440	0	0	0	0	0	0	0	
1130902	UltrabashTD(+2)	1258291200	13568001	0	3392000	256	65793	0	2162688	2949120	0	0	0	0	0	0	0	18677760	0	0	0	0	0	0	0	0	
1110903	UltrabashCRT(+3)	1275068416	30464001	0	7616000	256	65793	38404096	0	0	0	0	0	18677760	0	0	0	0	0	0	0	0	0	0	0	0	
1120903	UltrabashTA(+3)	1275068416	61696001	0	15424000	256	65793	0	0	0	6422528	12386304	0	0	0	0	0	0	33095680	0	0	0	0	0	0	0	
1130903	UltrabashTD(+3)	1275068416	14080001	0	3520000	256	65793	0	2162688	2949120	0	0	0	0	0	0	0	22609920	0	0	0	0	0	0	0	0	
1110904	UltrabashCRT(+4)	1291845632	33536001	0	8384000	256	65793	38404096	0	0	0	0	0	21495808	0	0	0	0	0	0	0	0	0	0	0	196608	
1120904	UltrabashTA(+4)	1291845632	67840001	0	16960000	256	65793	0	0	0	6422528	12386304	0	0	0	0	0	0	36438016	0	0	0	0	0	0	196608	
1130904	UltrabashTD(+4)	1291845632	15616001	0	3904000	256	65793	0	2162688	2949120	0	0	0	0	0	0	0	26017792	0	0	0	0	0	0	0	196608	
1110905	UltrabashCRT(+5)	1308622848	36864001	0	9216000	256	65793	38404096	0	0	0	0	0	23658496	0	0	0	0	0	0	0	0	0	0	0	131072	
1120905	UltrabashTA(+5)	1308622848	74752001	0	18688000	256	65793	0	0	0	6422528	12386304	0	0	0	0	0	0	40042496	0	0	0	0	0	0	131072	
1130905	UltrabashTD(+5)	1308622848	17152001	0	4288000	256	65793	0	2162688	2949120	0	0	0	0	0	0	0	28573696	0	0	0	0	0	0	0	131072	
1111000	CGS	1476395008	120960001	0	60480000	65792	65793	42663936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1121000	CGS	1476395008	142080001	0	71040000	65792	65793	0	0	0	7077888	13762560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1131000	CGS	1476395008	87552001	0	43776000	65792	65793	0	2359296	3211264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1111001	CGS-CRT(+1)	1409286144	25088001	0	6272000	256	65793	42663936	0	0	0	0	0	16384000	0	0	0	0	0	0	0	0	0	0	0	0	
1121001	CGS-TA(+1)	1409286144	61696001	0	15424000	256	65793	0	0	0	7077888	13762560	0	0	0	0	0	0	27787264	0	0	0	0	0	0	0	
1131001	CGS-TD(+1)	1409286144	15360001	0	3840000	256	65793	0	2359296	3211264	0	0	0	0	0	0	0	19070976	0	0	0	0	0	0	0	0	
1111002	CGS-CRT(+2)	1426063360	34816001	0	8704000	256	65793	42663936	0	0	0	0	0	18350080	0	0	0	0	0	0	0	0	0	0	0	0	
1121002	CGS-TA(+2)	1426063360	64512001	0	16128000	256	65793	0	0	0	7077888	13762560	0	0	0	0	0	0	30146560	0	0	0	0	0	0	0	
1131002	CGS-TD(+2)	1426063360	15616001	0	3904000	256	65793	0	2359296	3211264	0	0	0	0	0	0	0	20643840	0	0	0	0	0	0	0	0	
1111003	CGS-CRT(+3)	1442840576	26112001	0	6528000	256	65793	42663936	0	0	0	0	0	20971520	0	0	0	0	0	0	0	0	0	0	0	0	
1121003	CGS-TA(+3)	1442840576	71680001	0	17920000	256	65793	0	0	0	7077888	13762560	0	0	0	0	0	0	36044800	0	0	0	0	0	0	0	
1131003	CGS-TD(+3)	1442840576	16128001	0	4032000	256	65793	0	2359296	3211264	0	0	0	0	0	0	0	24576000	0	0	0	0	0	0	0	0	
